mixing_time,temperature,stirring_speed,fat_content,water_content,ph_value,consistency,moisture,color,quality_label
14.363502971184062,77.04285838459496,1151.5921243548266,25.95304694689628,56.24074561769746,4.967983561008608,6.127769983562523,40.0,60.50607222497714,gut
9.545624180177516,31.00427059120603,595.514915847399,23.366475107128323,67.27780074568463,5.373687420594126,3.7806054166861953,40.0,68.49572489581388,gut
12.303616213380455,41.9817105976215,792.8909794821467,32.481158648755475,57.98695128633439,6.042703315240835,6.05614318175341,40.0,59.35638474846875,gut
6.6262898246319875,76.93313223519999,1455.3216429969273,33.29390718407614,62.18455076693483,4.793016342019151,4.111735308521901,40.0,64.54595845637635,gut
8.05095587111947,49.71061460667621,244.70507744978391,36.826214072757374,60.35119926400068,6.487566853061946,6.131696920017196,40.0,56.31389476353413,gut
29.239615694113965,66.50796940166687,1421.348624033446,36.31895726496771,73.9159991524434,7.265622705069351,9.899830761198173,40.0,57.91830906707836,gut
14.71693224223705,36.28094190643375,1277.3587618975082,17.486366434275624,61.23738038749523,6.128088249474746,4.28872307978501,40.0,67.34659323472849,gut
5.13805292809006,68.92768570729005,1118.9145470019023,30.515250881434557,80.85081386743784,4.722133955202271,2.705508619120383,40.729003097730505,59.973493949143524,mittel
26.577585646889837,57.39788760965347,630.167432308444,7.2245422600108276,62.43929286862649,5.475549966080241,5.100594404221966,40.0,71.15436397028931,gut
7.989856148457543,62.7946872333797,1189.0205632019668,24.64470191493237,80.83868719818244,5.981386789093172,3.1985783778103234,40.0,66.32835802381474,mittel
5.63547816860238,26.473485619598268,240.85794139275453,27.274364394232315,62.574239243053064,6.025712073494108,3.101849517546608,40.0,70.87658781457179,gut
10.71995413729056,24.618794589727578,576.6768887878984,10.642745053890154,87.18790609370292,6.924361138693251,1.0,52.01499888084787,74.26727584845023,mittel
25.091801922477863,31.19420353316215,1360.326698036971,23.876978467047774,82.2976062065625,7.18827389977048,5.610756705887263,43.94784373733241,66.1534638004682,gut
25.45036914806233,71.6438349953806,209.03776969054792,22.8761555902148,66.69644012595116,5.166323431412191,4.940068430191103,40.0,61.278322456711166,gut
28.57274259781298,39.39217592124531,874.4278082663759,29.605663561331223,64.54518409517176,7.415346248162882,7.475449344850355,40.0,64.39920761316606,gut
6.286968781249734,36.718787854196684,1380.7456517566497,13.384666173344035,55.795794883648924,5.968358280832689,3.8141989181597875,40.0,73.23005384330304,gut
10.940938599809991,63.692980916711576,678.1180725350292,27.13070407077528,75.34118843043579,6.107324052224276,2.660793074286446,40.0,63.07737437528166,mittel
21.93910904605706,20.995269735671368,865.7209757890653,12.927352131927828,75.80691161637799,5.023099287014975,2.9132143311393643,41.059828074973616,77.37933538871434,gut
28.418249718418362,28.251256648759593,643.3862563653361,8.971573243420618,86.98774473114251,7.1320180601429435,4.670939340521163,47.93660355713347,74.2686248415682,gut
18.24126445890016,34.5111374540271,321.03359814766895,36.40255152836644,86.01672228653322,6.399304371819804,8.562675872428967,41.85562164449048,58.02649580399788,gut
23.148891971755983,73.82661559715463,1353.2123515446524,32.295644105016834,75.68126584617151,4.752419894985146,7.366288495513374,40.0,65.29640433171207,gut
21.299031487565014,33.45615856763359,1125.8329877517965,13.303718062388002,63.01598792637071,6.739474215354073,4.890377501384892,40.0,72.57123969909092,gut
21.440322307508584,54.098516200128294,321.77719817652024,17.870053107080174,60.60809470726902,5.231968930137251,5.173219946552953,40.0,68.27219953514515,gut
24.87028258854121,50.158225586311524,949.9750500142668,22.238119283660236,57.80971951192178,6.6673563457845155,8.096938105982584,40.0,67.5363469736343,gut
28.51146460882286,77.23571462015525,1389.3237072865832,17.955554508940555,50.6182646611547,7.284955687763176,7.158743300576025,40.0,62.55382558020303,gut
26.278416787921422,39.01532030937666,420.3405706919202,24.488044186042256,87.44619096643123,6.588089390024919,5.374089053455204,45.80239087024802,66.76442561248201,gut
